Indicator,Indicator Name,Company,Year,Value,Units,Remarks,Validated,,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2019,0,%,percentage of contractors covered under collective bargaining agreements,N,,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2020,0,%,percentage of contractors covered under collective bargaining agreements,N,,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2021,0,%,percentage of contractors covered under collective bargaining agreements,N,,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2022,0,%,percentage of contractors covered under collective bargaining agreements,N,,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2023,0,%,percentage of contractors covered under collective bargaining agreements,N,,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2019,51,%,percentage of contractors covered under collective bargaining agreements,N,Indonesia,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2020,51,%,percentage of contractors covered under collective bargaining agreements,N,Indonesia,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2021,49,%,percentage of contractors covered under collective bargaining agreements,N,Indonesia,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2022,47,%,percentage of contractors covered under collective bargaining agreements,N,Indonesia,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2023,47,%,percentage of contractors covered under collective bargaining agreements,N,Indonesia,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2019,65,%,percentage of contractors covered under collective bargaining agreements,N,South America,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2020,66,%,percentage of contractors covered under collective bargaining agreements,N,South America,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2021,66,%,percentage of contractors covered under collective bargaining agreements,N,South America,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2022,67,%,percentage of contractors covered under collective bargaining agreements,N,South America,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2023,65,%,percentage of contractors covered under collective bargaining agreements,N,South America,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2019,66,%,percentage of contractors covered under collective bargaining agreements,N,Europe/ Other,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2020,67,%,percentage of contractors covered under collective bargaining agreements,N,Europe/ Other,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2021,63,%,percentage of contractors covered under collective bargaining agreements,N,Europe/ Other,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2022,60,%,percentage of contractors covered under collective bargaining agreements,N,Europe/ Other,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2023,58,%,percentage of contractors covered under collective bargaining agreements,N,Europe/ Other,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2019,31,%,percentage of contractors covered under collective bargaining agreements,N,duplicate,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2020,32,%,percentage of contractors covered under collective bargaining agreements,N,duplicate,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2021,31,%,percentage of contractors covered under collective bargaining agreements,N,duplicate,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2022,30,%,percentage of contractors covered under collective bargaining agreements,N,duplicate,,,
EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",Freeport-McMoRan,2023,29,%,percentage of contractors covered under collective bargaining agreements,N,duplicate,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2019,3,fatalities,total number of fatalities,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2020,5,fatalities,total number of fatalities,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2021,2,fatalities,total number of fatalities,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2022,1,fatalities,total number of fatalities,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2023,1,fatalities,total number of fatalities,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2019,0.004,"fatalities per 200,000 hours",total fatality rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2020,0.008,"fatalities per 200,000 hours",total fatality rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2021,0.003,"fatalities per 200,000 hours",total fatality rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2022,0.001,"fatalities per 200,000 hours",total fatality rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2023,0.001,"fatalities per 200,000 hours",total fatality rate,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2019,2.07,"per 200,000 hours worked",total number of near misses,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2020,1.61,"per 200,000 hours worked",total number of near misses,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2021,1.78,"per 200,000 hours worked",total number of near misses,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2022,1.17,"per 200,000 hours worked",total number of near misses,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2023,0.93,"per 200,000 hours worked",total number of near misses,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2019,2.07,"incidents per 200,000 hours",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2020,1.61,"incidents per 200,000 hours",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2021,1.78,"incidents per 200,000 hours",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2022,1.17,"incidents per 200,000 hours",total near miss frequecy rate (NMFR),,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Freeport-McMoRan,2023,0.93,"incidents per 200,000 hours",total near miss frequecy rate (NMFR),,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2023,27162,employees,total number of employees,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2022,25578,employees,total number of employees,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2021,24703,employees,total number of employees,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2020,24649,employees,total number of employees,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2019,27454,employees,total number of employees,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2019,42240,persons,total number of contractors,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2020,35270,persons,total number of contractors,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2021,43919,persons,total number of contractors,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2022,48866,persons,total number of contractors,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2023,85323,persons,total number of contractors,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2019,60.61,%,percentage of employees who are contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2020,58.56,%,percentage of employees who are contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2021,64.12,%,percentage of employees who are contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2022,65.69,%,percentage of employees who are contractors,,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Freeport-McMoRan,2023,75.56,%,percentage of employees who are contractors,,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Mosaic,2019,3.1,Million tonnes CO2e,gross global scope 1 emissions,Y,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Mosaic,2020,3.4,Million tonnes CO2e,gross global scope 1 emissions,Y,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Mosaic,2021,3.2,Million tonnes CO2e,gross global scope 1 emissions,Y,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Mosaic,2022,3.1,Million tonnes CO2e,gross global scope 1 emissions,Y,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Mosaic,2023,3.5,Million tonnes CO2e,gross global scope 1 emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2019,0.8,Tonnes,CO emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2020,0.6,Tonnes,CO emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2021,0.9,Tonnes,CO emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2022,1,Tonnes,CO emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2023,1.7,Tonnes,CO emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2019,2.8,Tonnes,NOx emissions; NO,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2020,2.3,Tonnes,NOx emissions; NO,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2021,4.3,Tonnes,NOx emissions; NO,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2022,2.9,Tonnes,NOx emissions; NO,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2023,2.9,Tonnes,NOx emissions; NO,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2019,16.5,Tonnes,SOx emissions; So2,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2020,15.6,Tonnes,SOx emissions; So3,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2021,16.9,Tonnes,SOx emissions; So4,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2022,15.6,Tonnes,SOx emissions; So5,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2023,15.6,Tonnes,SOx emissions; So6,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2019,0.2,Tonnes,volatile organic compounds (VOCs) emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2020,0.1,Tonnes,volatile organic compounds (VOCs) emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2021,0.2,Tonnes,volatile organic compounds (VOCs) emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2022,0.2,Tonnes,volatile organic compounds (VOCs) emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Mosaic,2023,0.2,Tonnes,volatile organic compounds (VOCs) emissions,Y,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Mosaic,2019,111.1,Million gigajoules,total energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Mosaic,2020,125.9,Million gigajoules,total energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Mosaic,2021,122.1,Million gigajoules,total energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Mosaic,2022,119.3,Million gigajoules,total energy consumed,,,,,
EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Mosaic,2023,116.1,Million gigajoules,total energy consumed,,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Mosaic,2019,299038,Thousand cubic meters,total freshwater withdrawn,Y,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Mosaic,2020,345240,Thousand cubic meters,total freshwater withdrawn,Y,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Mosaic,2021,287002,Thousand cubic meters,total freshwater withdrawn,Y,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Mosaic,2022,317921,Thousand cubic meters,total freshwater withdrawn,Y,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Mosaic,2023,298702,Thousand cubic meters,total freshwater withdrawn,Y,,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Mosaic,2019,299038,Thousand cubic meters,total freshwater consumed,N,took withdrawal data,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Mosaic,2020,345240,Thousand cubic meters,total freshwater consumed,N,took withdrawal data,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Mosaic,2021,287002,Thousand cubic meters,total freshwater consumed,N,took withdrawal data,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Mosaic,2022,317921,Thousand cubic meters,total freshwater consumed,N,took withdrawal data,,,
EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Mosaic,2023,298702,Thousand cubic meters,total freshwater consumed,N,took withdrawal data,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Mosaic,2019,35,Thousand tonnes,total weight of tailing waste recylced,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Mosaic,2020,37,Thousand tonnes,total weight of tailing waste recylced,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Mosaic,2021,28,Thousand tonnes,total weight of tailing waste recylced,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Mosaic,2022,97,Thousand tonnes,total weight of tailing waste recylced,,,,,
EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",Mosaic,2023,75,Thousand tonnes,total weight of tailing waste recylced,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2019,38,Million tonnes,total weight of mineral waste,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2020,36,Million tonnes,total weight of mineral waste,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2021,35,Million tonnes,total weight of mineral waste,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2022,32,Million tonnes,total weight of mineral waste,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2023,32,Million tonnes,total weight of mineral waste,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2019,35,Thousand tonnes,total weight of mineral waste recylced,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2020,37,Thousand tonnes,total weight of mineral waste recylced,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2021,28,Thousand tonnes,total weight of mineral waste recylced,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2022,97,Thousand tonnes,total weight of mineral waste recylced,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2023,75,Thousand tonnes,total weight of mineral waste recylced,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2019,58.33,%,percentage of mineral waste recylced,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2020,88.1,%,percentage of mineral waste recylced,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2021,10.36,%,percentage of mineral waste recylced,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2022,69.29,%,percentage of mineral waste recylced,,,,,
EM-MM-150a.2,"Total weight of mineral processing waste, percentage recycled",Mosaic,2023,65.22,%,percentage of mineral waste recylced,,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Mosaic,2019,0.3,"Incidents per 200,000 hours worked",number of MHSA incidents,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Mosaic,2020,0.33,"Incidents per 200,000 hours worked",number of MHSA incidents,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Mosaic,2021,0.29,"Incidents per 200,000 hours worked",number of MHSA incidents,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Mosaic,2022,0.37,"Incidents per 200,000 hours worked",number of MHSA incidents,Y,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Mosaic,2023,0.39,"Incidents per 200,000 hours worked",number of MHSA incidents,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Mosaic,2019,12271,Count,total number of employees,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Mosaic,2020,11884,Count,total number of employees,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Mosaic,2021,11738,Count,total number of employees,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Mosaic,2022,13570,Count,total number of employees,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Mosaic,2023,14044,Count,total number of employees,Y,,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Mosaic,2019,14,percent,percentage of employees,N,took women data as contractor data,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Mosaic,2020,15,percent,percentage of employees,N,took women data as contractor data,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Mosaic,2021,15,percent,percentage of employees,N,took women data as contractor data,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Mosaic,2022,16,percent,percentage of employees,N,took women data as contractor data,,,
EM-MM-000.B,"Total number of employees, percentage contractors",Mosaic,2023,17,percent,percentage of employees,N,took women data as contractor data,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Anglo Gold Ashanti,2023,1300,Kilotonnes,total gross global scope 1 emissions,Y,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Anglo Gold Ashanti,2022,"1,299",Kilotonnes,total gross global scope 1 emissions,Y,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Anglo Gold Ashanti,2021,"1,192",Kilotonnes,total gross global scope 1 emissions,Y,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Anglo Gold Ashanti,2020,"1,123",Kilotonnes,total gross global scope 1 emissions,Y,,,,
EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Anglo Gold Ashanti,2019,"1,133",Kilotonnes,total gross global scope 1 emissions,Y,,,,
EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",Anglo Gold Ashanti,2023,1469,kilotonnes,total CO emissions,N,took energy-related GHG emissions as CO,,,
